id	FindSpot	Place	AdminDivision	Material	Mint	Mint2	Period	Denomination	Denomination2	FindCategory	CoinImage	CoinImage2	DateFrom	DateTo	DateWritten	MintMark	Countermark	Weight	DieAxis	Status	CoinType	Coin_Quantity	ObverseDescription	ReverseDescription	ObverseLegend	ReverseLegend																																																																																																																																																
2632	3904	2448	HU_11_2357	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	268	270				2.435	12	NULL	NULL	1																																																																																																																																																				
2633	3904	2448	HU_11_2357	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	268	270				1.335	12	NULL	NULL	1																																																																																																																																																				
2634	3904	2448	HU_11_2357	NULL	50	NULL	NULL	16	NULL	NULL	57	NULL	270	NULL				1.394	NULL	NULL	NULL	1																																																																																																																																																				
2635	3904	2448	HU_11_2357	NULL	50	NULL	NULL	16	NULL	NULL	57	NULL	270	NULL				1.965	12	NULL	NULL	1																																																																																																																																																				
2636	3904	2448	HU_11_2357	NULL	69	NULL	NULL	16	NULL	NULL	NULL	NULL	270	275				2.85	12	NULL	NULL	1																																																																																																																																																				
2637	3904	2448	HU_11_2357	NULL	79	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL		A		2.95	6	NULL	NULL	1																																																																																																																																																				
2638	3904	2448	HU_11_2357	NULL	79	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL		A		3.147	6	NULL	NULL	1																																																																																																																																																				
2639	3904	2448	HU_11_2357	NULL	86	NULL	NULL	16	NULL	NULL	NULL	NULL	295	299		G		2.806	1	NULL	NULL	1																																																																																																																																																				
2640	3904	2448	HU_11_2357	NULL	79	NULL	NULL	16	NULL	NULL	NULL	NULL	295	296		A		2.75	12	NULL	NULL	1																																																																																																																																																				
2641	3904	2448	HU_11_2357	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL				3.173	6	NULL	NULL	1																																																																																																																																																				
2642	3904	2448	HU_11_2357	NULL	79	NULL	NULL	16	NULL	NULL	NULL	NULL	295	296		G		2	12	NULL	NULL	1																																																																																																																																																				
2643	3904	2448	HU_11_2357	NULL	86	NULL	NULL	16	NULL	NULL	NULL	NULL	295	296		B		3.192	12	NULL	NULL	1																																																																																																																																																				
2644	3904	2448	HU_11_2357	NULL	79	NULL	NULL	16	NULL	NULL	NULL	NULL	295	296		D		3.231	5	NULL	NULL	1																																																																																																																																																				
2645	3904	2448	HU_11_2357	NULL	86	NULL	NULL	16	NULL	NULL	NULL	NULL	295	299		A		2.437	6	NULL	NULL	1																																																																																																																																																				
2646	3904	2448	HU_11_2357	NULL	86	NULL	NULL	16	NULL	NULL	NULL	NULL	295	299		A		2.642	12	NULL	NULL	1																																																																																																																																																				
2647	3904	2448	HU_11_2357	NULL	86	NULL	NULL	54	NULL	NULL	NULL	NULL	333	334		G		2.55	12	NULL	11	1																																																																																																																																																				
2648	3904	2448	HU_11_2357	NULL	NULL	NULL	NULL	54	NULL	NULL	NULL	NULL	NULL	NULL				1.528	NULL	NULL	NULL	1																																																																																																																																																				
